Wikipedia movie ID,Movie name,Movie release year,Movie box office revenue,Movie countries,Movie genres,Summary,Sentiment,vote_average,Corrected_Theme
4340789,The Dying Gaul,2005,555930.6042675574,['United States of America'],"['LGBT', 'Drama', 'Indie']","In 1995 Hollywood, novice screenwriter Robert Sandrich has written an autobiographical script inspired by his lover's death by AIDS-related cerebral tuberculosis. It impresses both studio executive Jeffrey Tishop and his wife Elaine, but for commercial reasons Jeffrey is willing to greenlight the project only if Robert changes his protagonist from Maurice to Maggie and shifts the focus of his plot from gay to straight people. Robert initially refuses to compromise his principles, but when Jeffrey threatens to make the film without his participation, he decides to accept the $1 million paycheck he's been offered and make the requested edits. Both Jeffrey and Elaine find themselves attracted to Robert, who becomes a frequent guest in their Malibu home and soon drifts into a sexual relationship with the manipulative producer. The connection Elaine feels to the grieving young man is more emotional and cerebral than physical and, after discovering Robert is addicted to Internet chat rooms, she tracks him down online and engages him in conversation while posing as a gay man. Using information he has revealed to her in person, she somehow manages to convince him he is communicating with his dead lover. Complications ensue when Robert reveals he's having an affair with his boss, forcing Elaine to face the truth about her seemingly perfect marriage and prompting a confrontation that leads to tragedy.",positive,6.172,betrayal
992455,Gothic,1986,2594456.169207942,['United Kingdom'],"['LGBT', 'Costume drama', 'Horror', 'Drama']","Living in an estate on the shores of Lake Geneva, Lord Byron is visited by Percy and Mary Shelley. Together with Byron's lover Claire Clairmont, and aided by hallucinogenic substances, they devise an evening of ghoulish tales. However, when confronted by horrors, ostensibly of their own creation, it becomes difficult to tell apparition from reality.",negative,5.661,creation
1282593,The Incredibly True Adventure of Two Girls in Love,1995,4062170.985348116,['United States of America'],"['LGBT', 'Romantic comedy', 'Indie', 'Gay', 'Gay Interest', 'Coming of age', 'Comedy', 'Gay Themed', 'Drama', 'Romantic drama', 'Romance Film']","It is spring. Randy Dean is a high school senior with poor grades, only one school friend , secret cigarette and marijuana habits and a cashier’s job at a gas station with Regina. She is pursuing a dead-end relationship with Wendy, a married woman who drops by the gas station when it pleases her. This often entails a follow-up visit from her jealous husband, Ali, who roughs Randy up and orders her to stay away from Wendy. One day Evie Roy stops in a pristine Range Rover, unsure if her tires need air. Randy recognizes her from school and talks to her for the first time. Evie is an only child living with her well-off, cultured mother, Evelyn, who has a difficult relationship with her  husband. Randy and Evie start passing notes in school and hanging out with each other, although Evie does not reveal this to her cliquish friends. They hang out in meadows, trading music  and talking. At the gas station, Randy rejects an angry Wendy, claiming she has a new girlfriend, Evie. Evie breaks up with her boyfriend after he complains of her distant attitude towards him. Later, apparently on a spur of the moment, she lends Randy a copy of Walt Whitman’s Leaves of Grass, which Randy starts to devour. Inviting Evie to her family’s small house for dinner, Randy reveals to her that she has lived with her lesbian aunt Rebecca and Rebecca's lover Vicky since Randy's mother abandoned her to devote all her time to an Operation Rescue-like group. On the front steps of Rebecca's house, they kiss for the first time. Evie records it in her diary later, apparently wondering what it all means. Randy and Evie experiment with how “out” they can be as lesbians, nervously holding hands at a local diner. Remembering Randy’s warning of how intolerant the town can be, Evie nevertheless breaks the news to her three closest friends. One girl is supportive , but the other two are hostile to the idea: one of them says, “God, Evie, if you were gonna turn gay you think you could at least choose someone who’s pretty.” Randy’s grades continue to plummet and the school warns her she will not graduate; Randy hides this information from Rebecca. When Evie’s mother leaves on a business trip, the girls take the opportunity to cook a huge meal, indulging in wine and marijuana. That night, they make love, then fall asleep in Evie’s mother’s bed. The next morning, Evelyn returns prematurely. The kitchen is a mess and used wine glasses are scattered about. Furiously searching the upstairs, she discovers the girls but does not recognize Randy as a girl until she runs past her on her way out. Meanwhile, Rebecca has learned that Randy will not be graduating high school, and she, Vicky and her ex-girlfriend Lena go to Frank’s house, where Randy had told them she would be staying the night. Rebecca threatens Frank until, panicked, he turns over Evie’s phone number. Rebecca calls, but Evie and Randy have already absconded and she is left talking to a furious Evelyn. Evie and Randy, crying, scared and accusatory, take refuge in a motel. Randy finally calls Wendy, who comes out, pays for the room and tries to comfort the girls. Ali sees her car in the parking lot, however, and comes bursting in, eventually attracting Evelyn, Rebecca, Vicky, Lena, Frank, and Evie’s three friends, who were driving past reading aloud from Rita Mae Brown’s Rubyfruit Jungle . The movie ends with Randy and Evie kissing and hugging in the open motel room doorway while everyone else argues in the background at top volume. Asked if she was aware how close the final shot was to a classic Hollywood romantic comedy, Maggenti said, {{cquote}}",positive,6.204,love
8464511,Breakfast with Scot,2007,69546.22745436327,['Canada'],"['LGBT', 'Indie', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed']","Eric McNally  is a gay retired hockey player turned television sportscaster who lives with his partner Sam , a sports lawyer. When Sam unexpectedly becomes the legal guardian of his brother's stepson, Scot , their lives are turned upside down. Eric's unwillingness to become a parent eventually fades as Scot teaches Eric about accepting and loving your true self.",positive,6.245,acceptance
10466696,Caramel,2007,21514258.334653314,"['France', 'Lebanon']","['LGBT', 'Romantic comedy', 'Slice of life story', 'World cinema', 'Ensemble Film', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']","Caramel revolves around the intersecting lives of five Lebanese women. Layale  works in a beauty salon in Beirut along with two other women, Nisrine  and Rima . Each one has a problem: Layale is stuck in a dead-end relationship with a married man; Nisrine is no longer a virgin but is set to be married and in her conservative family where pre-marital sex is not accepted; Rima is attracted to women; Jamale , a regular customer and wannabe actress, is worried about getting old; Rose , a tailoress with a shop next to the salon, is an old woman who had devoted her life to taking care of her mentally unbalanced elder sister Lili , but has found her first love. The film doesn't refer to any of the political problems or recent warfare that has troubled Lebanon. Rather, Labaki's tale paints everyday people with everyday problems.",neutral,6.893,sisterhood
4191487,Imagine Me & You,2005,3956838.786720996,"['United States of America', 'United Kingdom', 'Germany']","['Romantic comedy', 'LGBT', 'Comedy-drama', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed', 'Romance Film']","The film opens on Rachel  and Hector's  wedding day in North London, England. Rachel's bossy mother Tess  and dazed dad Ned  are introduced. Luce,  who manages a flower shop, is the wedding florist. She also makes fast friends with Rachel's younger sister, Henrietta . However, as Rachel is walking up the aisle, her eyes meet Luce's and a connection is made. Some time later, Luce is invited to dinner with Rachel, Heck, and Coop , Heck's best friend and a perennial bachelor. Rachel suggests they fix up Luce with Coop, until Luce mentions that she's a lesbian. Heck takes this news in stride, and Coop is undeterred in his good-natured attempts to sleep with her. While Heck works long hours at his increasingly unsatisfying office job, he encourages Rachel to be friends with Luce. The two spend an evening together, visiting a football match and an arcade . At the end of the night, Luce walks Rachel back to her flat. Their goodbye grows awkward from tension, then Rachel leans forward to kiss Luce, but withdraws at the last moment and leaves. Over the next few days, Rachel continues to deny her growing attraction to Luce in an effort to remain loyal to Heck. For her part, Luce has no wish to break up a committed couple. Unable to deny what she is feeling, Rachel eventually confronts Luce directly at her flower shop. She tells Luce that a romance between them cannot happen, leaves, and abruptly returns seconds later to kiss Luce in the back of Luce's shop. Their foreplay gets interrupted by Heck, who has stopped by to pick up flowers for Rachel. He tells Luce that he has sensed the distance growing between him and Rachel and partially blames himself for not being there for her. Hearing this, Rachel runs off, later sorrowfully agreeing with Luce that they can't betray Heck. In the meantime, Heck reaches breaking point at his job and finally quits. When he returns home drunk, Rachel rashly confesses all to him without saying who her love is. Heck, who was feigning sleep, later calls Coop for support and Coop angrily confronts Luce after figuring out it was her Rachel fell in love with. Luce decides that being near Rachel without being with her is too hard. She makes plans to go on an extended trip out of the country, leaving care of her shop to her mother. When Rachel and Heck are celebrating her birthday at her parents', H tells them about Luce's trip. Heck then figures out that it was Luce who Rachel fell in love with after noticing her reaction to the news. Heck does not want to be her second choice or to live a lie so he leaves. She then confesses to her parents that she is in love with a woman and with their help, Rachel tracks down Luce as she takes a taxi to the airport. After getting stuck in traffic and Luce brushing her off on the phone, all seems lost. However, Rachel realizes Luce is in the same traffic jam and uses the lessons Luce taught her about yelling loudly to call to her. The two women reunite and kiss each other in the middle of a crowded London street. In a post credits coda, we see the characters some time later. Heck is on the plane to an unknown destination, all set to write his travel book, where he sits next to a young woman  for the 24 hour flight. There is an obvious and immediate attraction  between them. H and her young boyfriend are playing at a playground, Coop is seen holding a baby, and Luce and Rachel are still happy together.",positive,7.578,love
19163173,Kung Fu Panda 2,2011,929945269.2703352,['United States of America'],"['LGBT', 'Wuxia', 'Adventure', 'Computer Animation', 'Animation', 'Comedy', 'Family Film', 'Action']","Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",negative,6.968,heritage
243204,Caligula,1979,109278868.18683976,"['United States of America', 'Italy']","['LGBT', 'Biographical film', 'Erotica', 'Adult', 'Costume drama', 'Historical fiction', 'Epic', 'Period piece', 'Drama', 'Biopic [feature]', 'Romance Film', 'Historical Epic', 'Political drama', 'Historical drama', 'Sexploitation']","Caligula , the young heir to the throne of the syphilis-ridden, half-mad Emperor Tiberius , thinks he has received a bad omen after a blackbird flies into his room early one morning. Shortly afterward, Macro , the head of the Praetorian Guards, appears to tell the young man that his great uncle  demands that he report at once to the Island of Capri, where Tiberius has been residing for a number of years with a close friend Nerva , a dim-witted relative Claudius , and Caligula's younger stepbrother Gemellus  . Fearing assassination, Caligula is afraid to leave, but his beloved sister Drusilla  convinces him to go. At Capri, Caligula finds his uncle has become depraved, showing signs of advanced venereal diseases, and embittered with Rome and politics. Tiberius enjoys watching degrading sexual shows, often including children and various freaks of nature. Caligula observes with a mixture of fascination and horror. Tensions rise when Tiberius jokingly tries to poison Caligula in front of Gemellus. After Nerva commits suicide on the prospect of Caligula's rule, Tiberius collapses from a stroke, leaving Macro and Caligula planning a way to hasten the latter's ascent to the throne. Late one night, Macro escorts all the spectators out of Tiberius' bedchamber to allow Caligula the opportunity to murder his uncle, but when he fails, Macro finishes the deed himself by strangling Tiberius with a scarf. Caligula triumphantly removes the imperial signet from Tiberius's finger and suddenly realizes that Gemellus has witnessed the murder. Tiberius is buried with honors and Caligula is proclaimed the new Emperor; he in turn proclaims Drusilla his equal, to the apparent disgust of the Senate. Afterwards, Drusilla, fearful of Macro's influence, convinces Caligula to get rid of him. Caligula obliges by setting up a mock trial in which Gemellus is intimidated into testifying that Macro alone murdered Tiberius. With the powerful Macro gone, Caligula appoints Tiberius's former adviser Longinus  as his right-hand man, and pronounces the docile Senator Chaerea  as the new head of the Praetorian Guard. Drusilla endeavors to find Caligula a wife amongst the priestesses of the goddess Isis, the cult they secretly practice. Caligula only wants to marry Drusilla, but when she refuses because she is actually his sister, he spitefully marries Caesonia , a known courtesan, but only after she bears him an heir. Caligula proves to be a popular but eccentric ruler, cutting taxes and overturning all the oppressive laws that Tiberius enacted. The Senate begins to dislike the young emperor for his eccentricities and various insults directed towards them. Darker aspects of his personality begin to emerge as well; he rapes a bride and groom on their wedding day because of a minor fit of jealousy, and orders the execution of Gemellus merely to provoke a reaction from Drusilla. After he discovers Caesonia is pregnant, Caligula suffers severe fever, but Drusilla nurses him back to health. Just as he fully recovers, Caesonia bears him a daughter, Julia Drusilla, and Caligula marries her on the spot. During the celebration, Drusilla collapses in Caligula's arms from the same fever he'd suffered. Soon afterwards, Caligula receives another ill omen in the guise of a black bird. He rushes to Drusilla's side and watches her die. Caligula has a nervous breakdown; he smashes a statue of Isis and drags Drusilla's body around the palace while screaming hysterically. Now in a deep depression, Caligula walks the Roman streets, disguised as a beggar; Caligula then causes a disturbance after watching an amateur performance mocking his relationship with Drusilla. After a brief stay in a city jail, Caligula proclaims himself a god and becomes determined to destroy the senatorial class, which he has come to loathe. His reign becomes a series of humiliations against the foundations of Rome; senators' wives are forced to work in the service of the state as prostitutes, estates are confiscated, the old religion is desecrated, and he initiates an absurd war on Britain to humiliate the army; the army never actually fights in Britain, but is ordered to attack stalks of papyrus on the shores. It is obvious to the senators and the military that Caligula must be assassinated, and Longinus conspires with Chaerea to carry out the deed. Caligula wanders into his bedroom where a nervous Caesonia awaits him. The blackbird makes a final appearance, but only Caesonia is frightened of it. The next morning, after rehearsing an Egyptian play, Caligula and his family are attacked as they leave the stadium in a coup headed by Chaerea. His wife and daughter are brutally murdered and Chaerea himself stabs Caligula in the stomach. With his final breaths, he defiantly whimpers ""I live!"" As Caligula and his family's bodies are thrown down the marble steps and their blood is washed off the marble floor, Claudius is proclaimed the new Emperor.",negative,5.99,power
2763233,"Happy, Texas",1999,3654333.570273757,['United States of America'],"['LGBT', 'Crime Fiction', 'Indie', 'Comedy', 'Romance Film', 'Romantic comedy', 'Comedy of Errors']","Three prisoners escape from a chain gang, and two of them, Wayne and Harry  run away to Happy, Texas, where they pose as the gay organizers of a beauty pageant. They put on a show with the small girls of the town while hiding from the law and waiting for the opportunity to rob the local bank. Their scheme is complicated by the fact that the local sheriff  is gay, and, believing that Wayne and Harry are also gay, he is attracted to Harry.",positive,5.582,deception
2302751,Camp,2003,4486422.492794131,['United States of America'],"['LGBT', 'Musical', 'Drama', 'Comedy', 'Indie']","The film centers on the experiences of several teenagers at Camp Ovation, a summer theatre camp. The campers are a mishmash of youngsters from different backgrounds and dealing with different issues, but all feel most comfortable while performing. School is out, and the campers reunite as they prepare to board the buses to Camp Ovation. Shy, self-conscious Ellen Lucas happily greets her friends, recovering from an embarrassing situation where she desperately tried to land a prom date, and ended up asking her brother. Nerdy Fritzi Wagner attempts to befriend icy diva Jill Simmons, but ends up toting her luggage instead. Returning camper Jenna Malloran laments that her parents forced her to have her jaw wired shut in order to lose weight. Upon arrival to Camp Ovation, the kids settle in. Ellen converses with her friend Michael Flores, a gay teenager who was violently beaten by his classmates after showing up to his junior prom in drag. The campers are struck dumb with the arrival of Vlad Baumann, a handsome new camper who is, as a staff member marvels, ""an honest-to-god straight boy."" Camp Ovation puts on a new play or musical every two weeks. Vlad and Ellen bond after rehearsal one day and flirt a bit. However, soon afterwards, Vlad is seduced by the conceited Jill, who later makes cruel cracks at Ellen for her weight and her inexperience with boys. Feeling guilty, Vlad comforts Ellen and the two begin to inch towards a relationship. The camp enlists a guest counselor for the summer: composer Bert Hanley, whose play ""The Children's Crusade"" was a one-hit wonder many years ago. Frustrated with his lack of recent success, he is now a grumpy alcoholic and shows up two days late at Camp Ovation. He constantly drinks on the camp grounds and is very irritated by Vlad, who idolizes him and attempts to strike up conversation. Jill shares a cabin with Fritzi, who is still catering to her every whim. However, after Fritzi is caught washing Jill's underwear, Jill expresses her disgust with Fritzi and kicks her out of the cabin. The usually meek Fritzi becomes filled with borderline psychotic rage, and sabotages Jill's next performance in ""Company"" by putting Woolite in her Snapple. As Jill vomits during her musical number, Fritzi shows up in costume and takes her place mid-song. She reveals herself to be a talented and passionate actress. Michael is rooming with Vlad, on whom he has developed a crush. Vlad convinces Michael to invite his parents to his next play, although his father is incredibly unsupportive of his homosexuality. Though his mother tells him they will come, Michael notices mid-performance that they did not. Crushed, he flees the stage. He is found later by Vlad, who explains that he too has his share of problems. Though Vlad is a seemingly normal, all-American teenager, he reveals to Michael that he suffers from an acute type of OCD, for which he is medicated. Hanley is angered after hearing Vlad play one of his songs, and begins to tell the campers that theater will only make them bitter and lonely, much like himself. Vlad follows a drunken Hanley back to his room and berates him for his cruel speech. After Hanley throws up and passes out, Vlad finds a trove of music that Hanley has written over the years but not released. During a rehearsal for the camp's benefit performance, Vlad and the campers sing ""Century Plant"", one of Hanley's songs. Hanley's heart is lifted and his disposition changes. Shortly before the benefit, Michael sleeps with Dee, Ellen's roommate, out of frustration about Vlad. When Vlad hears of this, he immediately asks Dee if it was true. Vlad and Dee end up making out on Dee's bed, and Ellen walks in on them. She runs off, hurt, and refuses to talk to Vlad. The night of the benefit concert arrives, and the campers are starstruck as famed composer Stephen Sondheim is in attendance. The dressing room atmosphere is tense, and gets even more awkward when Vlad's girlfriend Julie shows up to see him. Meanwhile, in another act of revenge, Fritzi sabotoges Jill's makeup, causing her to break out in boils. Jill attacks her, injuring her, and both are unfit to go onstage. To replace her, Bert cuts the wires on Jenna's mouth, allowing her to sing a powerful song directed to her parents in the audience, telling them to accept her as she is. The benefit is a hit, but Vlad, Michael, and Ellen are still arguing. Vlad and Michael meet up by the lake, where Vlad strips down to gain Michael's attention. After being set straight by Michael, Vlad admits that he is an ""attention junkie"", and attempts to please everyone in order to gain their good favor. He apologizes to Michael for leading him on. Ellen arrives, and Vlad explains that he still cares about her, and that his girlfriend Julie had just broken up with him. After another apology, Ellen forgives him, and the three go swimming. During the end credits, the entire cast does an elaborate rendition of Todd Rundgren's ""Want of a Nail"".",positive,5.474,acceptance
3096943,Carrington,1995,6660255.143236047,"['France', 'United States of America', 'United Kingdom']","['LGBT', 'Biography', 'Indie', 'Period piece', 'Drama', 'Biopic [feature]', 'Romantic drama', 'Biographical film', 'Romance Film']","The film, starring Emma Thompson in the title role, focuses on her unusual relationship with the author Lytton Strachey, played by Jonathan Pryce, as well as with other members of the Bloomsbury Group. The film is divided into 6 chapters.  # Lytton & Carrington 1915: During the Great War, Lytton Strachey is travelling to the country and staying at Vanessa Bell's house. There he meets Carrington for the first time but confuses her with a boy and does not hide his disappointment. Lytton is due to face a hearing with the military due to his open opposition to the war. While taking a hike through the countryside, he tries to kiss Carrington but she refuses him. Early in the morning, she walks into his bedroom with the intent of cutting his beard off, but stops at the last minute in contemplation of him sleeping and falls in love with him. # Gertler 1916–1918: Mark Gertler tries to have sex with Carrington, but she refuses, since she thinks that he is only interested in her sexually. Gertler turns to Lytton for aid in wooing her, while trying to help him she falls more deeply in love with him and although he does not fully requite her, he does have feelings for her. While on a trip to Wales he proposes that they live together, acting on this, Carrington searches for a house and finds and refurbishes Mill House in Tidmarsh. When Gertler finds out that Carrington and Lytton are moving in together he attacks the couple. # Partridge 1918–1921: Carrington later meets and falls in love with Ralph Partdrige, who has come back from the war. On their first dinner together, Ralph expresses his rather one-sided point of views which are contrary to Lytton's, nevertheless the rugged man appeals to him. Lytton goes on vacation to Italy, Ralph has made very clear his intent of marrying Carrington or leaving altogether to Bolivia to run a sheep farm. Knowing that if Ralph is no longer with him, Lytton will move out of Mill House, she marries Ralph and in their honeymoon they meet with Lytton in Venice. Ralph introduces his friend Gerald Brenan to Lytton and Carrington. Brenan is planning to leave for Spain in order to improve his education and takes a liking to Carrington, which is mutual. Lytton is successful in the publication of Eminent Victorians and manages to become a man of means. The war ends. # Brenan 1921–1923: Although he tries to be loyal to his friend Ralph, Gerald and Carrington carry on an affair and have to skulk about to avoid being caught. Gerald leaves for Spain insisting that Carrington run off with him. She refuses but they continue the relationship until they get caught by Ralph, Lytton manages to avoid the break-up and secretly aids the couple to continue their affair until it ends by itself. # Ham Spray House 1924–1931: Lytton buys Ham Spray and Carrington, he and Ralph move in. Ralph now is in a relationship with Frances Marshall and Lytton is in a relationship with Roger, a younger man from Oxford, while Carrington is carrying on an affair with Beacus, a strapping seaman who has little to say and keeps trying to change Carrington to fit his fantasies but later admits that he is not attracted to her sexually. Carrington becomes pregnant by Beacus but has an abortion. Lytton takes an apartment in London where he intends to live with Roger, but it becomes clear that the relationship shall not be long-lived. # Lytton 1931–1932: Roger and Lytton break up. During a tea party Lytton suddenly becomes ill; Carrington initially is optimistic but afterwards it becomes evident that he will not recover. Carrington tries to commit suicide by locking herself in the garage with the car motor running but is rescued by Ralph. When Lytton finally dies, surrounded by Ralph, Carrington and Gerald, he states ""If this is dying, I do not think very much of it."" Carrington is utterly depressed but manages to keep her spirits up and convinces Ralph that she needs to be alone, once they have left, she burns all of Lytton's personal possessions and takes a gun and finally manages to kill herself.",positive,6.208,love
